run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.train.loss,train.train.ce,train.train.pref,train.mu,train.pref_beta,train.n_neg_templates,train.grad_norm,train.lr,train.active_adapter,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,hook.active_adapter,active_adapter
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,10,task639_multi_woz_user_utterance_generation,25,2.89546875,2.78703125,0.3634765625,0.3,1.0,3,6.774148115362931,0.00019999999999999998,default,0.0,0.18181818181818182,0.0,0.19090909090909092,0.24000000000000005,0.25,11,0.24054118580528347,0.23595008596003736,0.2377973357400048,0.37252300606701366,0.0,0.18181818181818182,0.19090909090909092,0.15,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,11,task1360_numer_sense_multiple_choice_qa_generation,25,0.7174609375,0.7173046875,0.002333831787109375,0.3,1.0,3,4.070494725520835,0.00019999999999999998,default,0.1,0.25,0.1,0.27499999999999997,0.13636363636363635,0.12727272727272726,12,0.30913749943433616,0.301093734696676,0.30727700560717564,0.43715412363569234,0.0,0.25,0.27499999999999997,0.22,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,12,task1151_swap_max_min,25,0.24939453125,0.12299560546875,0.4211328125,0.3,1.0,3,2.677788027095217,0.00019999999999999998,default,0.1,0.2846153846153846,0.1,0.32307692307692304,0.09166666666666667,0.06666666666666667,13,0.3846596591402462,0.37352537627813376,0.37758692053625764,0.47346732669983754,0.0,0.2846153846153846,0.32307692307692304,0.2625,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,13,task301_record_question_generation,32,2.813232421875,2.706298828125,0.35723876953125,0.3,1.0,3,5.5936050940857305,0.0001999999999999999,default,0.0,0.17857142857142858,0.0,0.20714285714285716,0.17692307692307693,0.16153846153846155,14,0.2882280663323579,0.27473008684551803,0.27976862714357886,0.39234531256399846,0.0,0.17857142857142858,0.20714285714285716,0.16022099447513813,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,14,task574_air_dialogue_sentence_generation,25,1.9103125,1.88578125,0.08145782470703125,0.3,1.0,3,6.677236794430587,0.00019999999999999998,default,0.0,0.21333333333333335,0.0,0.22000000000000003,0.1142857142857143,0.12142857142857144,15,0.3201217767821401,0.30707089021814865,0.30972437741560627,0.39875851380647276,0.0,0.21333333333333335,0.22000000000000003,0.17277486910994763,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,15,task1501_dstc3_answer_generation,25,0.3472509765625,0.347236328125,0.000753021240234375,0.3,1.0,3,4.671808104289733,0.00019999999999999998,default,0.9,0.24375,0.9,0.26875000000000004,0.12666666666666668,0.10666666666666667,16,0.34420644133267025,0.3305325020713936,0.3371941602837495,0.419529327790557,0.0,0.24375,0.26875000000000004,0.21393034825870647,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,16,task1713_convai3_sentence_generation,25,1.589921875,1.5531640625,0.1244091796875,0.3,1.0,3,5.1843415453864035,0.00019999999999999998,default,0.0,0.18823529411764706,0.0,0.21764705882352942,0.16250000000000003,0.1375,17,0.31465476880018445,0.30186856421170477,0.3084302362511176,0.3995849784786344,0.0,0.18823529411764706,0.21764705882352942,0.17535545023696683,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,17,task306_jeopardy_answer_generation_double,25,0.955509033203125,0.95139404296875,0.0160247802734375,0.3,1.0,3,12.960441608235804,0.00019999999999999998,default,0.5,0.20555555555555557,0.6,0.23888888888888887,0.15294117647058825,0.12941176470588237,18,0.32320634516161223,0.31124854002769503,0.31737156742239925,0.39944125432616606,0.0,0.20555555555555557,0.23888888888888887,0.19457013574660634,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,18,task298_storycloze_correct_end_classification,25,0.19935863494873046,0.19902290344238283,0.00152618408203125,0.3,1.0,3,5.362168675713127,0.00019999999999999998,default,1.0,0.2947368421052632,1.0,0.32631578947368417,0.09444444444444447,0.07222222222222223,19,0.4031821331062033,0.3866157265543445,0.39630346845462405,0.4488330722724356,0.0,0.2947368421052632,0.32631578947368417,0.2683982683982684,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,19,task1730_personachat_choose_next,25,0.1774951171875,0.14852935791015626,0.0965283203125,0.3,1.0,3,3.823280872564006,0.00019999999999999998,default,0.7,0.33999999999999997,0.7,0.37499999999999994,0.07894736842105263,0.05263157894736842,20,0.4341753858417698,0.42583561973656886,0.4245568185157115,0.47097727449301313,0.0,0.33999999999999997,0.37499999999999994,0.3112033195020747,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,20,task864_asdiv_singleop_question_answering,25,0.05031589508056641,0.050042886734008786,0.0009168052673339844,0.3,1.0,3,1.7674995292485725,0.00019999999999999998,default,1.0,0.34761904761904766,1.0,0.38095238095238093,0.10000000000000002,0.075,21,0.4377426486389494,0.43190275446184967,0.4298423805454344,0.4819528019707412,0.0,0.34761904761904766,0.38095238095238093,0.3187250996015936,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,21,task294_storycommonsense_motiv_text_generation,29,1.0771200245824353,1.0716636920797413,0.02001440113988416,0.3,1.0,3,9.715248003489041,0.00019999999999999993,default,0.3333333333333333,0.34242424242424246,0.3333333333333333,0.37424242424242427,0.10000000000000002,0.08095238095238096,22,0.41664453256384093,0.4022327139782138,0.410676500576309,0.4736894659155701,0.0,0.34242424242424246,0.37424242424242427,0.3155893536121673,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,22,task573_air_dialogue_classification,25,0.06689773559570313,0.06612754821777343,0.0026824951171875,0.3,1.0,3,2.2335054666789365,0.00019999999999999998,default,1.0,0.3753623188405797,1.0,0.3971014492753624,0.09090909090909091,0.0818181818181818,23,0.42692394438366044,0.4135534384184086,0.4210038178871781,0.47732677178035415,0.0,0.3753623188405797,0.3971014492753624,0.336996336996337,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,23,task082_babi_t1_single_supporting_fact_question_generation,77,0.25150328797179383,0.2510693042309253,0.0022826008982472605,0.3,1.0,3,1.9468582041048281,0.0002000000000000002,default,0.3125,0.3873263888888889,0.3125,0.4081597222222222,0.08695652173913046,0.07826086956521738,24,0.5000626614142353,0.48956730442009777,0.4958993123556015,0.5405317876119371,0.0,0.3873263888888889,0.4081597222222222,0.3475409836065574,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,24,task1729_personachat_generate_next,25,2.5825,2.53125,0.170419921875,0.3,1.0,3,6.199114153699612,0.00019999999999999998,default,0.0,0.38783333333333336,0.0,0.4078333333333334,0.06666666666666667,0.05833333333333333,25,0.5000048977359316,0.4944535186559048,0.49550519301733675,0.5337920346266603,0.0,0.38783333333333336,0.4078333333333334,0.3492063492063492,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,25,task1600_smcalflow_sentence_generation,25,2.403203125,2.35734375,0.15603271484375,0.3,1.0,3,8.944320779010397,0.00019999999999999998,default,0.0,0.34599358974358974,0.0,0.3690705128205129,0.09600000000000002,0.08400000000000002,26,0.4600401585849167,0.44987250019314,0.4557163901521525,0.5011240702323071,0.0,0.34599358974358974,0.3690705128205129,0.32,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,26,task1427_country_region_in_world,25,0.1762384033203125,0.17435081481933593,0.006110305786132812,0.3,1.0,3,3.7024938839171013,0.00019999999999999998,default,0.8,0.3516975308641975,0.8,0.3850308641975309,0.10384615384615384,0.08461538461538463,27,0.46615279034505624,0.4567633489416932,0.4605375510574387,0.5076028609150925,0.0,0.3516975308641975,0.3850308641975309,0.33432835820895523,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,27,task1553_cnn_dailymail_summarization,25,1.760859375,1.705078125,0.18705078125,0.3,1.0,3,2.1179773110362965,0.00019999999999999998,default,0.0,0.3355654761904762,0.0,0.3641369047619048,0.10370370370370373,0.0888888888888889,28,0.4591439932553077,0.4469076827778969,0.45145674716530115,0.49489624223207723,0.0,0.3355654761904762,0.3641369047619048,0.3188405797101449,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,28,task1203_atomic_classification_xreact,25,0.385537109375,0.38548828125,0.0014815521240234375,0.3,1.0,3,2.9908318933304825,0.00019999999999999998,default,0.7,0.3757183908045977,0.7,0.40330459770114946,0.07142857142857144,0.057142857142857155,29,0.4782716204121554,0.4664532236226151,0.47275334611341663,0.5120028906252881,0.0,0.3757183908045977,0.40330459770114946,0.352112676056338,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,29,task967_ruletaker_incorrect_fact_generation_based_on_given_paragraph,25,0.51732421875,0.51265625,0.01593719482421875,0.3,1.0,3,4.52204482462991,0.00019999999999999998,default,0.2,0.3431944444444444,0.2,0.37319444444444444,0.1,0.08275862068965519,30,0.46682407793445646,0.45477210648208344,0.46002991320675496,0.5055328669399031,0.0,0.3431944444444444,0.37319444444444444,0.3287671232876712,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,30,task598_cuad_answer_generation,25,4.66375,4.66375,0.0009814453125,0.3,1.0,3,15.732251810039388,0.00019999999999999998,default,0.0,0.0,0.0,0.0,0.4398611111111111,0.4531944444444444,31,0.0,0.0,0.0,0.19713318852690176,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,31,task636_extract_and_sort_unique_alphabets_in_a_list,25,0.3656256103515625,0.34031330108642577,0.084136962890625,0.3,1.0,3,5.115312614487503,0.00019999999999999998,default,0.8,0.3634114583333334,0.8,0.38841145833333335,0.0827956989247312,0.06989247311827958,32,0.47178602181408585,0.4598956438948362,0.46670636679082783,0.5137954936267108,0.0,0.3634114583333334,0.38841145833333335,0.34285714285714286,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,32,task848_pubmedqa_classification,25,0.39548828125,0.395341796875,0.001719512939453125,0.3,1.0,3,3.6230490246582923,0.00019999999999999998,default,0.4,0.34835858585858587,0.4,0.3695707070707071,0.1,0.09062500000000001,33,0.45981105964056235,0.44886859245294686,0.45477290480426824,0.5111223453161088,0.0,0.34835858585858587,0.3695707070707071,0.3291139240506329,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,33,task1384_deal_or_no_dialog_classification,25,0.258079833984375,0.258070068359375,0.0003833198547363281,0.3,1.0,3,2.6032326359652025,0.00019999999999999998,default,0.8,0.36752450980392165,0.8,0.3881127450980393,0.09090909090909093,0.08181818181818183,34,0.47780471213509007,0.4669332281718938,0.472521003655512,0.5270700266745681,0.0,0.36752450980392165,0.3881127450980393,0.345679012345679,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,34,task1607_ethos_text_classification,25,0.15209053039550782,0.15146743774414062,0.002753562927246094,0.3,1.0,3,2.5954519305022985,0.00019999999999999998,default,0.7,0.36273809523809525,0.7,0.3855952380952381,0.10882352941176474,0.09705882352941178,35,0.4758578343498126,0.46210822512962163,0.47033951874292795,0.5305049962603465,0.0,0.36273809523809525,0.3855952380952381,0.344578313253012,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,35,task576_curiosity_dialogs_answer_generation,25,0.12451171875,0.06811981201171875,0.1879248046875,0.3,1.0,3,1.5195191276549724,0.00019999999999999998,default,0.5,0.3471064814814815,0.5,0.3721064814814815,0.12571428571428572,0.11142857142857143,36,0.47900113943792594,0.46948988223710175,0.4702424358245428,0.52271208514822,0.0,0.3471064814814815,0.3721064814814815,0.3341176470588235,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,36,task565_circa_answer_generation,59,2.1044094279661016,2.0741525423728815,0.0999908447265625,0.3,1.0,3,6.618557100158451,0.0002000000000000001,default,0.0,0.3413288288288289,0.0,0.3629504504504505,0.11851851851851852,0.10740740740740744,37,0.45215797632948107,0.4425239004916375,0.4450775783462627,0.49651039798795427,0.0,0.3413288288288289,0.3629504504504505,0.31277533039647576,0,0.0,0.0,0.0,0.0,default,default
20260826_203109_v1_neg_opsd_instrdialogpp,baseline,neg_opsd,37,task1603_smcalflow_sentence_generation,25,1.9953125,1.963984375,0.10453369140625,0.3,1.0,3,6.157558878525682,0.00019999999999999998,default,0.0,0.337171052631579,0.0,0.35822368421052636,0.11306306306306307,0.10225225225225229,38,0.42512817410367415,0.4192207746453844,0.4204296155480952,0.4839758601028056,0.0,0.337171052631579,0.35822368421052636,0.3103448275862069,0,0.0,0.0,0.0,0.0,default,default
